site_url,feed_url,old_feed_url,resolved,registered,created_on,updated_on,title,link,description,generator,entries,earliest_post,last_published
https://www.jwz.org/blog/,http://www.jwz.org/blog/feed/,http://www.jwz.org/blog/feed/,13.225.64.24,true,1998-08-03 04:00:00 UTC,2020-05-04 15:02:36 UTC,jwz,https://www.jwz.org/blog/,,,30,2020-06-03 09:06:40 UTC,2020-06-25 17:32:06 UTC
http://inventory.getlamp.com,http://inventory.getlamp.com/?feed=rss2,http://inventory.getlamp.com/?feed=rss2,173.236.180.251,true,2002-05-19 07:14:25 UTC,2017-04-06 01:28:47 UTC,Taking Inventory,,,,,,
http://nat.org/blog,http://www.nat.org/rss.xml,http://www.nat.org/rss.xml,52.4.38.70,true,1998-07-07 04:00:00 UTC,2019-11-23 07:09:16 UTC,nat friedman,,,,,,
https://ensanguination.tumblr.com/,http://ensanguination.tumblr.com/rss,http://ensanguination.tumblr.com/rss,74.114.154.18,true,2006-06-08 15:11:40 -0700,2019-12-19 10:21:17 -0800,ensanguination,https://ensanguination.tumblr.com/,,Tumblr (3.0; @ensanguination),0,,
https://peterattiamd.com,https://peterattiamd.com/feed/,https://peterattiamd.com/feed/,104.24.113.91,true,2013-07-08 20:23:40 UTC,,Peter Attia,https://peterattiamd.com,,https://wordpress.org/?v=5.3.4,10,2020-05-11 09:45:17 UTC,2020-06-22 09:45:12 UTC
http://verynicewebsite.net,http://verynicewebsite.net/feed/,http://verynicewebsite.net/feed/,69.163.219.195,true,2012-03-22 15:14:18 UTC,2020-02-21 07:29:33 UTC,John Moltz's Very Nice Web Site,http://verynicewebsite.net,,WordPress,10,2020-05-14 19:05:04 UTC,2020-06-19 17:31:24 UTC
http://www.steudel.org/blog,http://feeds.feedburner.com/AdventuresInLife,http://feeds.feedburner.com/AdventuresInLife,172.217.10.14,true,2003-12-01 22:10:05 -0800,2019-10-31 02:35:58 -0700,Adventures in ... Life,,,,,,
http://gilesdickerson.com,http://gilesdickerson.com/feed/,http://gilesdickerson.com/feed/,50.87.150.162,true,2009-06-11 16:37:36 UTC,2020-06-12 07:36:45 UTC,RSS 2.0,http://gilesdickerson.com,Listen to the music as well as the lyrics and the truth will reveal itself to you.,https://wordpress.org/?v=5.1.6,10,2015-03-13 15:37:09 UTC,2018-03-23 20:39:37 UTC
https://nplusonemag.com,http://nplusonemag.com/?q=rss.xml,http://nplusonemag.com/?q=rss.xml,35.237.210.130,true,2004-03-01 14:19:41 UTC,2020-02-26 16:26:46 UTC,n+1 -,https://nplusonemag.com,"n+1 is a print and digital magazine of literature, culture, and politics.",https://wordpress.org/?v=4.3.24,200,2019-05-02 15:59:31 UTC,2020-06-25 14:52:44 UTC
http://www.phdcomics.com,http://www.phdcomics.com/gradfeed.php,http://www.phdcomics.com/gradfeed.php,69.163.200.141,true,2002-06-04 06:04:24 -0400,2020-05-06 05:21:35 -0400,PHD Comics,http://www.phdcomics.com,Providing global up-to-the-minute procrastination!,PHP/,5,2019-11-25 01:50:31 UTC,2020-03-20 09:33:14 UTC
https://blog.ipfs.io/,https://ipfs.io/blog/index.xml,https://ipfs.io/blog/index.xml,209.94.78.1,true,2014-05-16 18:34:42 UTC,2020-01-19 07:57:23 UTC,IPFS Blog,,,,,,
http://natfriedman.tumblr.com/,http://safari.nat.org/rss,http://safari.nat.org/rss,,,,,Nat Friedman's Travels,,,,,,
https://www.swiss-miss.com,http://www.swiss-miss.com/feed,http://www.swiss-miss.com/feed,104.28.4.94,true,2004-03-05 23:57:42 UTC,2015-12-15 21:36:13 UTC,swissmiss,https://www.swiss-miss.com,"swissmiss is a design blog and studio run by Tina Roth Eisenberg, a 'swiss designer gone NYC'.",https://wordpress.org/?v=4.9.9,40,2020-05-26 11:20:36 UTC,2020-06-19 12:46:11 UTC
https://metajack.im/,http://feeds.feedburner.com/metajack,http://feeds.feedburner.com/metajack,,,,,metajack.im,,,,,,
http://ascii.textfiles.com,http://ascii.textfiles.com/atom.xml,http://ascii.textfiles.com/atom.xml,204.109.60.27,true,1998-10-08 04:00:00 UTC,2019-10-07 17:33:29 UTC,ASCII by Jason Scott,http://ascii.textfiles.com,Jason Scott's Weblog,https://wordpress.org/?v=5.4.2,20,2016-09-08 04:54:35 UTC,2018-01-24 04:01:05 UTC
http://menwholooklikeoldlesbians.blogspot.com/,http://menwholooklikeoldlesbians.blogspot.com/feeds/posts/default,http://menwholooklikeoldlesbians.blogspot.com/feeds/posts/default,172.217.12.161,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,men who look like old lesbians,http://menwholooklikeoldlesbians.blogspot.com/,,Blogger,25,2009-08-19 17:58:00 UTC,2010-03-23 22:51:00 UTC
https://99percentinvisible.org,http://feeds.feedburner.com/99pi,http://feeds.feedburner.com/99pi,172.67.186.136,true,2010-05-04 02:47:39 UTC,2019-05-04 13:30:15 UTC,99% Invisible,,,,,,
,http://sunlightindarkcorners.blogspot.com/feeds/posts/default,http://sunlightindarkcorners.blogspot.com/feeds/posts/default,172.217.12.129,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,Sunlight in Dark Corners,,,,,,
https://blog.folknology.com/2008/05/31/reactored-my-packet-based-future-finally-emerges/,http://blog.folknology.com/2008/05/31/reactored-my-packet-based-future-finally-emerges/feed/,http://blog.folknology.com/2008/05/31/reactored-my-packet-based-future-finally-emerges/feed/,,,,,"Comments on: Reactored, my packet based future finally emerges",,,,,,
https://the-talks.com,http://the-talks.com/feed,http://the-talks.com/feed,85.13.162.240,true,2010-12-20 16:20:03 UTC,2019-12-21 08:27:43 UTC,The Talks,https://the-talks.com,"Interviews with figures from pop culture: fashion, film, art, music.",,25,2020-01-08 12:18:52 UTC,2020-06-24 10:53:54 UTC
http://robinreed.blogspot.com/,http://robinreed.blogspot.com/feeds/posts/default,http://robinreed.blogspot.com/feeds/posts/default,142.250.64.97,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,oh.  you again.,http://robinreed.blogspot.com/,Random bits from an actor/ writer/ VO artist living in Brooklyn.,Blogger,25,2010-02-10 14:25:00 UTC,2010-12-28 15:14:00 UTC
http://www.openculture.com,http://www.openculture.com/feed,http://www.openculture.com/feed,18.204.45.111,true,2004-01-05 19:19:27 UTC,,Open Culture,http://www.openculture.com,The best free cultural & educational media on the web,https://wordpress.org/?v=5.4.2,15,2020-06-23 03:00:20 UTC,2020-06-26 11:00:36 UTC
https://frantic.im/,http://frantic.im/feed.xml,http://frantic.im/feed.xml,,,,,frantic.im,,,,,,
https://schenkc.tumblr.com/,http://schenkc.tumblr.com/rss,http://schenkc.tumblr.com/rss,74.114.154.22,true,2006-06-08 15:11:40 -0700,2019-12-19 10:21:17 -0800,A collection of axioms,https://schenkc.tumblr.com/,Another App Academy blog,Tumblr (3.0; @schenkc),20,2014-04-10 12:11:38 UTC,2014-05-28 16:45:07 UTC
https://zedshaw.com,http://www.zedshaw.com/feed.atom,http://www.zedshaw.com/feed.atom,95.216.45.211,true,2003-04-12 22:09:09 UTC,2020-03-25 21:54:01 UTC,ZedShaw.com,https://zedshaw.com/,My personal blog of essays.,LJSTHW Custom Generator,1,2020-06-22 04:00:00 UTC,2020-06-22 04:00:00 UTC
https://slaughterhouse90210.tumblr.com/,http://slaughterhouse90210.tumblr.com/rss,http://slaughterhouse90210.tumblr.com/rss,74.114.154.18,true,2006-06-08 15:11:40 -0700,2019-12-19 10:21:17 -0800,Slaughterhouse 90210,https://slaughterhouse90210.tumblr.com/,"Kurt Vonnegut, meet Brenda Walsh.
slaughterhouse90210@gmail.com BUY THE BOOK!",Tumblr (3.0; @slaughterhouse90210),20,2016-01-19 15:39:34 UTC,2018-01-30 15:04:53 UTC
,http://www.imakethings.com/feed/,http://www.imakethings.com/feed/,66.6.44.4,true,2004-10-31 23:12:50 UTC,2019-09-30 07:20:06 UTC,I Make Things,,,,,,
http://steve-yegge.blogspot.com/,http://steve-yegge.blogspot.com/feeds/posts/default,http://steve-yegge.blogspot.com/feeds/posts/default,172.217.12.193,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,Stevey's Blog Rants,http://steve-yegge.blogspot.com/,Random whining and stuff.,Blogger,25,2008-04-28 11:01:00 UTC,2018-01-24 05:38:00 UTC
http://hydraraptor.blogspot.com/,http://hydraraptor.blogspot.com/feeds/posts/default,http://hydraraptor.blogspot.com/feeds/posts/default,142.250.64.97,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,HydraRaptor,http://hydraraptor.blogspot.com/,My attempts to make a rapid prototyping machine that I will use to make parts for a machine that will be able to make parts for a copy of itself.,Blogger,25,2014-06-13 00:42:00 UTC,2019-06-13 10:10:00 UTC
,http://blog.phiffer.org/rss,http://blog.phiffer.org/rss,,,,,Dan Phiffer,,,,,,
http://godelescherbach.tumblr.com/,http://godelescherbach.tumblr.com/rss,http://godelescherbach.tumblr.com/rss,74.114.154.22,true,,,"Gödel, Escher, Bach",,,,,,
https://codex.happyfuncorp.com?source=rss----4380964deb1e---4,http://codex.happyfuncorp.com/rss,http://codex.happyfuncorp.com/rss,52.1.119.170,true,2010-10-27 19:39:32 UTC,2019-10-12 12:39:11 UTC,HappyFunCorp Codex - Medium,https://codex.happyfuncorp.com?source=rss----4380964deb1e---4,We design and build software for startups and enterprise - Medium,Medium,10,2019-12-20 20:38:42 UTC,2020-04-11 12:31:00 UTC
https://travelpliu.wordpress.com,http://travelpliu.wordpress.com/feed/,http://travelpliu.wordpress.com/feed/,192.0.78.13,true,2000-03-03 04:13:23 -0800,2020-02-01 02:18:28 -0800,travelpliu,https://travelpliu.wordpress.com,Morgan and Crissy at Large and At Home,http://wordpress.com/,10,2010-04-11 08:51:48 UTC,2012-06-20 21:12:18 UTC
http://erlangexamples.com,http://erlangexamples.com/feed/,http://erlangexamples.com/feed/,204.44.192.40,true,2009-02-21 14:43:16 UTC,,Erlang Examples,http://erlangexamples.com,Diving into Erlang World,https://wordpress.org/?v=5.3.3,10,2009-03-09 09:23:58 UTC,2010-04-30 15:36:34 UTC
https://staltz.com/,https://staltz.com/feed.xml,https://staltz.com/feed.xml,104.198.14.52,true,2013-07-20 08:42:56 UTC,,André Staltz,https://staltz.com/,Open Source Freelancer,Jekyll,10,2018-06-03 21:00:00 UTC,2019-06-12 21:00:00 UTC
https://bestofwikipedia.tumblr.com/,http://bestofwikipedia.tumblr.com/rss,http://bestofwikipedia.tumblr.com/rss,74.114.154.22,true,2006-06-08 15:11:40 -0700,2019-12-19 10:21:17 -0800,Best of Wikipedia,https://bestofwikipedia.tumblr.com/,"A twice-daily updated collection of some of the best reading on Wikipedia.

Follow @bestofwikipedia to get the links pushed directly to your Twitter client and to submit articles.

Logo by @a_lo.

Created by @avinashv

and maintained by @knitmeapony.",Tumblr (3.0; @bestofwikipedia),20,2011-07-14 10:00:06 UTC,2011-07-25 23:46:05 UTC
,https://www.inthemesh.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.inthemesh.com%2F,https://www.inthemesh.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.inthemesh.com%2F,172.67.176.242,true,2017-09-19 04:55:34 UTC,2019-08-20 12:31:19 UTC,,,,,,,
http://thecodelesscode.com,http://thecodelesscode.com/rss,http://thecodelesscode.com/rss,66.39.27.16,true,2011-01-23 15:36:49 UTC,2018-10-13 16:25:07 UTC,The Codeless Code,http://thecodelesscode.com,"Kōans for the Software Engineer -- An illustrated collection of (sometimes violent) fables, concerning the Art and Philosophy of software development.",,15,2016-01-18 05:00:00 UTC,2016-07-10 04:00:00 UTC
http://yarivsblog.com,http://yarivsblog.com/feed/,http://yarivsblog.com/feed/,66.23.193.63,true,2006-04-29 21:03:10 UTC,2020-03-20 20:02:45 UTC,Yariv's Blog,,,,,,
https://vas3k.com/rss/,http://vas3k.com/rss/,http://vas3k.com/rss/,104.18.51.221,true,2018-01-16 22:20:30 UTC,2020-06-06 15:36:47 UTC,vas3k.com,https://vas3k.com/rss/,vas3k.com,,11,2017-11-07 22:47:31 UTC,2020-06-05 12:16:47 UTC
,http://whywhywhywhywhy.com/feed/,http://whywhywhywhywhy.com/feed/,69.163.216.160,true,2008-01-03 21:17:00 UTC,2019-12-03 08:43:33 UTC,Five Whys,,,,,,
https://www.startup-marketing.com,http://startup-marketing.com/feed/,http://startup-marketing.com/feed/,199.16.173.170,true,2007-09-27 18:00:40 UTC,,Startup Marketing Blog - By Sean Ellis,https://www.startup-marketing.com,Unlocking Startup Growth,,10,2012-10-05 18:37:19 UTC,2017-01-10 18:55:27 UTC
,http://blog.gorillalogic.com/?feed=rss2,http://blog.gorillalogic.com/?feed=rss2,104.17.115.180,true,2002-08-01 21:27:47 UTC,2019-04-22 21:27:03 UTC,Gorilla Logic Blogs,,,,,,
http://www.shiffman.net,http://www.shiffman.net/feed/,http://www.shiffman.net/feed/,185.199.111.153,true,1998-06-23 04:00:00 UTC,2020-06-22 07:34:52 UTC,daniel shiffman,,,,,,
http://ascii.textfiles.com,http://ascii.textfiles.com/comments/feed,http://ascii.textfiles.com/comments/feed,204.109.60.27,true,1998-10-08 04:00:00 UTC,2019-10-07 17:33:29 UTC,Comments for ASCII by Jason Scott,http://ascii.textfiles.com,Jason Scott's Weblog,https://wordpress.org/?v=5.4.2,20,2016-09-08 04:54:35 UTC,2018-01-24 04:01:05 UTC
,http://project.ioni.st/syndicate/rss.xml,http://project.ioni.st/syndicate/rss.xml,174.143.214.153,true,2005-07-04 00:00:00 -0400,2018-07-11 00:00:00 -0400,Projectionist,,,,,,
http://documentary.textfiles.com,http://documentary.textfiles.com/?feed=rss2,http://documentary.textfiles.com/?feed=rss2,205.196.214.55,true,1998-10-08 04:00:00 UTC,2019-10-07 17:33:29 UTC,Jason Scott Documentaries,,,,,,
,http://www.loudthinking.com/index.rdf,http://www.loudthinking.com/index.rdf,,,,,Loud Thinking,,,,,,
,http://plutocraticpunksstealsun.blogspot.com/feeds/posts/default,http://plutocraticpunksstealsun.blogspot.com/feeds/posts/default,142.250.64.97,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,Plutocratic Punks Steal the Sun,,,,,,
http://shortlogic.tumblr.com/,http://shortlogic.tumblr.com/rss,http://shortlogic.tumblr.com/rss,74.114.154.22,true,,,Short logic,,,,,,
http://thomasbacklund.com,http://thomasbacklund.com/?feed=rss2,http://thomasbacklund.com/?feed=rss2,45.77.224.188,true,2007-08-03 21:26:21 -0400,2020-05-31 10:01:42 -0400,Thomas Backlund,,,,,,
https://shetravels.org,http://shetravels.org/rss,http://shetravels.org/rss,192.0.78.25,true,2010-07-18 00:59:02 UTC,2019-07-18 01:26:45 UTC,She Travels,https://shetravels.org,,http://wordpress.com/,10,2010-08-18 06:22:00 UTC,2011-03-02 12:55:42 UTC
https://stephenfry.com,http://stephenfry.com/blog/?feed=rss2,http://stephenfry.com/blog/?feed=rss2,80.87.129.167,true,2002-06-11 12:35:23 UTC,2020-05-28 13:24:26 UTC,Stephen Fry,https://stephenfry.com,The Old Friary,https://wordpress.org/?v=4.4.2,10,2015-01-10 14:26:24 UTC,2018-02-23 11:28:03 UTC
http://www.makenyc.org,http://www.makenyc.org/?feed=rss2,http://www.makenyc.org/?feed=rss2,211.18.227.98,true,2017-11-07 14:30:16 UTC,2019-10-18 06:13:21 UTC,Make:NYC,,,,,,
http://strangeharvest.com,http://www.strangeharvest.com/index.rdf,http://www.strangeharvest.com/index.rdf,64.29.151.221,true,2000-02-24 12:49:33 UTC,2020-02-25 00:10:52 UTC,Strange Harvest,,,,,,
https://blog.okcupid.com,http://blog.okcupid.com/index.php/feed/,http://blog.okcupid.com/index.php/feed/,52.6.3.192,true,2003-03-12 04:50:24 -0800,2020-05-01 02:27:05 -0700,OkTrends,https://theblog.okcupid.com?source=rss----2cd59e7d4ed1---4,"Reflections on dating culture, told through data, stories and humor - Medium",Medium,10,2018-03-14 14:49:06 UTC,2020-06-11 13:08:19 UTC
https://waxy.org,http://waxy.org/index.rdf,http://waxy.org/index.rdf,104.24.124.76,true,2000-06-02 18:47:34 UTC,2020-05-03 06:15:49 UTC,Waxy.org,https://waxy.org,Andy Baio lives here,https://wordpress.org/?v=5.4.2,50,2020-06-01 20:52:33 UTC,2020-06-26 01:33:47 UTC
http://courtneyandarthur.blogspot.com/,http://courtneyandarthur.blogspot.com/feeds/posts/default,http://courtneyandarthur.blogspot.com/feeds/posts/default,142.250.64.97,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,The Adventures of Courtney and Arthur,http://courtneyandarthur.blogspot.com/,,Blogger,25,2010-04-18 18:49:00 UTC,2011-04-04 11:40:00 UTC
,http://wilshipley.com/blog/feed.xml,http://wilshipley.com/blog/feed.xml,216.239.32.21,true,2005-02-19 17:56:32 UTC,2020-01-09 00:43:15 UTC,Call Me Fishmeal.,,,,,,
http://pipes.yahoo.com/pipes/pipe.info?_id=ed5d0448a663b3bb5c22cafea4c13d1a,http://feeds.feedburner.com/CSS-TricksSnippets,http://feeds.feedburner.com/CSS-TricksSnippets,172.217.11.46,true,2003-12-01 22:10:05 -0800,2019-10-31 02:35:58 -0700,CSS-Tricks Snippet Feed,http://pipes.yahoo.com/pipes/pipe.info?_id=ed5d0448a663b3bb5c22cafea4c13d1a,Pipes Output,http://pipes.yahoo.com/pipes/,40,2010-08-06 03:17:13 UTC,2015-09-25 14:03:43 UTC
http://www.personal.psu.edu/kxm/blogs/LibertyRoad/,http://www.personal.psu.edu/kxm/blogs/LibertyRoad/index.xml,http://www.personal.psu.edu/kxm/blogs/LibertyRoad/index.xml,146.186.15.14,true,1986-07-14 00:00:00 -0400,2019-11-07 00:00:00 -0500,LibertyRoad,http://www.personal.psu.edu/kxm/blogs/LibertyRoad/,,http://www.sixapart.com/movabletype/,15,2008-03-03 13:46:07 UTC,2010-05-21 11:27:00 UTC
https://bestoflife.tumblr.com/,http://bestoflife.tumblr.com/rss,http://bestoflife.tumblr.com/rss,74.114.154.18,true,2006-06-08 15:11:40 -0700,2019-12-19 10:21:17 -0800,The Best of LIFE,https://bestoflife.tumblr.com/,Dedicated to finding the best of the LIFE Photo Archive and Flickr Commons.,Tumblr (3.0; @bestoflife),20,2009-11-24 15:21:45 UTC,2010-01-12 21:11:43 UTC
https://leahneukirchen.org/trivium/,http://chneukirchen.org/trivium/index.atom,http://chneukirchen.org/trivium/index.atom,217.10.14.234,true,2019-02-26 14:35:26 UTC,2020-02-25 14:56:35 UTC,Trivium,https://leahneukirchen.org/trivium/,,trivium.rb,20,2019-07-14 17:30:25 UTC,2020-06-14 19:29:14 UTC
https://sublimeguile.com/,http://sublimeguile.com/rss,http://sublimeguile.com/rss,66.6.44.4,true,2000-09-13 14:39:11 UTC,2019-08-29 14:01:06 UTC,sublimeguile,https://sublimeguile.com/,,Tumblr (3.0; @combray),20,2017-09-29 17:09:53 UTC,2019-07-29 15:46:51 UTC
http://thebrief.io,http://thebrief.io/atom.xml,http://thebrief.io/atom.xml,172.67.189.123,true,2018-12-20 09:21:28 UTC,2020-01-15 09:05:03 UTC,The Brief,,,,,,
https://blog.ayjay.org,https://blog.ayjay.org/feed/,https://blog.ayjay.org/feed/,192.241.132.143,true,2013-09-24 12:33:23 UTC,2019-08-30 15:06:03 UTC,Snakes and Ladders,https://blog.ayjay.org,by Alan Jacobs,https://wordpress.org/?v=5.4.2,10,2020-06-11 15:35:09 UTC,2020-06-23 13:20:29 UTC
http://too.blogspot.com/,http://too.blogspot.com/feeds/posts/default,http://too.blogspot.com/feeds/posts/default,172.217.12.193,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,too,http://too.blogspot.com/,,Blogger,5,2008-09-18 19:00:00 UTC,2010-01-21 19:55:00 UTC
http://bestof.metafilter.com/,http://feeds.feedburner.com/BestOfMetafilter,http://feeds.feedburner.com/BestOfMetafilter,172.217.11.46,true,2003-12-01 22:10:05 -0800,2019-10-31 02:35:58 -0700,Best of MetaFilter,http://bestof.metafilter.com/,Highlighting the best bits from the MetaFilter universe,,22,2020-02-04 15:59:12 UTC,2020-06-22 16:40:22 UTC
https://solarpunks.net/,https://solarpunks.net/rss,https://solarpunks.net/rss,66.6.44.4,true,2017-02-20 19:52:23 -0500,2020-02-19 10:41:41 -0500,SOLARPUNKS,https://solarpunks.net/,"At once a vision of the future, a thoughtful provocation, and an achievable lifestyle. In progress…",Tumblr (3.0; @solarpunks),20,2020-02-12 11:36:15 UTC,2020-06-24 15:45:22 UTC
https://changelog.com/,http://thechangelog.com/rss,http://thechangelog.com/rss,69.164.223.100,true,2002-06-06 02:42:40 -0400,2019-04-07 06:07:07 -0400,The Changelog - Open Source moves fast. Keep up.,https://changelog.com/,News and podcasts for developers,,13,2020-06-23 14:20:00 UTC,2020-06-25 19:00:00 UTC
http://www.paulgraham.com,http://joegrossberg.com/paulgraham.rss,http://joegrossberg.com/paulgraham.rss,208.113.153.200,true,2003-01-13 13:47:34 UTC,2019-12-13 08:21:32 UTC,Paul Graham: Unofficial RSS Feed,http://www.paulgraham.com,Articles by Paul Graham,,49,2010-07-06 19:39:47 UTC,2020-02-21 19:17:47 UTC
https://lethain.com/,http://lethain.com/feeds/all/,http://lethain.com/feeds/all/,35.184.110.198,true,2007-06-22 18:33:11 UTC,2020-02-15 18:52:32 UTC,Irrational Exuberance,https://lethain.com/,,,5,2020-06-14 13:00:00 UTC,2020-06-23 16:00:00 UTC
http://www.flight404.com/blog,http://www.flight404.com/blog/?feed=rss2,http://www.flight404.com/blog/?feed=rss2,216.239.138.117,true,2000-04-10 22:35:55 UTC,2020-04-29 23:02:34 UTC,all manner of distractions,,,,,,
http://stu-stern.blogspot.com/,http://stu-stern.blogspot.com/feeds/posts/default,http://stu-stern.blogspot.com/feeds/posts/default,172.217.12.161,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,Big Gorilla,http://stu-stern.blogspot.com/,Thoughts about the art and business of programming,Blogger,25,2011-02-08 17:53:00 UTC,2013-02-07 02:40:00 UTC
http://michaelnielsen.org/blog,http://michaelnielsen.org/blog/?feed=rss2,http://michaelnielsen.org/blog/?feed=rss2,64.90.49.117,true,2007-08-02 15:47:08 UTC,2019-06-05 19:59:55 UTC,Michael Nielsen,http://michaelnielsen.org/blog,,https://wordpress.org/?v=4.8.14,10,2011-10-31 16:46:31 UTC,2017-04-09 04:50:32 UTC
http://www.glacialwanderer.com/hobbyrobotics,http://www.glacialwanderer.com/hobbyrobotics/?feed=rss2,http://www.glacialwanderer.com/hobbyrobotics/?feed=rss2,69.163.160.177,true,2005-08-04 19:03:02 UTC,2018-10-01 14:25:58 UTC,Hobby Robotics,http://www.glacialwanderer.com/hobbyrobotics,Dedicated to all those mad scientists in the world,https://wordpress.org/?v=4.9.3,5,2011-02-06 20:25:02 UTC,2011-08-13 13:51:49 UTC
http://www.jroller.com/rickard/,http://www.jroller.com/rss/rickard,http://www.jroller.com/rss/rickard,,,,,Random thoughts,,,,,,
http://lambda-the-ultimate.org,http://lambda-the-ultimate.org/node/feed,http://lambda-the-ultimate.org/node/feed,35.169.45.228,true,2004-06-15 21:50:21 UTC,2020-06-13 18:48:17 UTC,Lambda the Ultimate - Programming Languages Weblog,http://lambda-the-ultimate.org,"Programming languages news, articles and discussion",,15,2018-07-12 17:15:46 UTC,2020-04-13 14:38:12 UTC
http://pictureyear.blogspot.com/,http://pictureyear.blogspot.com/feeds/posts/default,http://pictureyear.blogspot.com/feeds/posts/default,172.217.11.33,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,The Year in Pictures,http://pictureyear.blogspot.com/,,Blogger,25,2011-10-30 16:20:00 UTC,2013-02-28 13:22:00 UTC
https://reprap.soup.io/,http://reprap.soup.io/rss,http://reprap.soup.io/rss,45.153.143.247,true,2007-08-07 00:49:34 UTC,2019-10-18 09:37:28 UTC,MetaRepRap Soup,https://reprap.soup.io/,Research blog documenting the progress of the RepRap activities at Metalab sponsored by Wien Kultur (MA7) var gaJsHost = ((&quot;https:&quot; == document.location.protocol) ? &quot;https://ssl.&quot; : &quot;http://www.&quot;); document.write(unescape(&quot;%3Cscript src=&#39;&quot; + gaJsHost + &quot;google-analytics.com/ga.js&#39; type=&#39;text/javascript&#39;%3E%3C/script%3E&quot;)); try { var pageTracker = _gat._getTracker(&quot;UA-924003-4&quot;); pageTracker._trackPageview(); } catch(err) {},,38,2014-10-02 14:37:47 UTC,2019-07-14 14:57:14 UTC
http://davidbyrne.com/,http://journal.davidbyrne.com/atom.xml,http://journal.davidbyrne.com/atom.xml,64.207.180.239,true,1998-08-03 04:00:00 UTC,2018-06-03 08:25:16 UTC,David Byrne Journal,,,,,,
http://www.mon-classement.com,http://ivarblog.com/feed/,http://ivarblog.com/feed/,185.139.154.65,true,2017-11-20 19:43:57 UTC,2019-11-10 00:01:20 UTC,(title unknown),http://mon-classement.com,Votre condensé de culture publicitaire.,https://wordpress.org/?v=4.7.18,10,2018-01-12 10:17:07 UTC,2019-03-08 16:47:53 UTC
https://sunnybains.typepad.com/blog/,http://sunnybains.typepad.com/blog/atom.xml,http://sunnybains.typepad.com/blog/atom.xml,104.18.139.190,true,2003-03-31 22:27:18 UTC,2020-03-02 04:47:20 UTC,Brains and Machines,https://sunnybains.typepad.com/blog/,"Sunny Bains writes about intelligent hardware, augmenting/understanding human perception, and related cool technology",TypePad,5,2009-08-27 14:43:43 UTC,2017-05-19 11:56:34 UTC
http://idlewords.com,http://www.idlewords.com/index.xml,http://www.idlewords.com/index.xml,107.181.87.8,true,2000-06-30 05:40:57 UTC,2020-04-27 06:53:58 UTC,Idle Words,http://idlewords.com,Brevity is for the weak,,10,2019-07-08 13:24:00 UTC,2020-06-24 13:30:00 UTC
http://avinashv.net,http://avinashv.net/feed/,http://avinashv.net/feed/,34.102.136.180,true,2005-09-22 02:10:30 UTC,,avinash.vora,,,,,,
https://randsinrepose.com,http://www.randsinrepose.com/index.xml,http://www.randsinrepose.com/index.xml,104.28.3.21,true,2003-08-14 23:20:03 UTC,2019-04-13 17:39:40 UTC,Rands In Repose,https://randsinrepose.com,,https://wordpress.org/?v=5.4.2,10,2020-03-29 20:16:22 UTC,2020-06-21 16:38:27 UTC
http://www.flylogic.net/blog,http://www.flylogic.net/blog/?feed=rss2,http://www.flylogic.net/blog/?feed=rss2,199.73.55.35,true,2003-12-05 20:08:57 UTC,2019-10-06 00:10:33 UTC,Flylogic Engineering's Analytical Blog,,,,,,
http://beyondabsurdity.blogspot.com/,http://beyondabsurdity.blogspot.com/feeds/posts/default,http://beyondabsurdity.blogspot.com/feeds/posts/default,172.217.12.129,true,2000-07-31 00:00:00 -0700,2019-06-29 02:36:23 -0700,Beyondabsurdity,,,,,,
http://jimneath.org,http://feeds.feedburner.com/JimNeath,http://feeds.feedburner.com/JimNeath,,,,,Jim Neath,,,,,,
http://www.sciencechannel.com,http://blogs.discovery.com/nerdabout_new_york/atom.xml,http://blogs.discovery.com/nerdabout_new_york/atom.xml,104.18.141.190,true,1993-04-20 00:00:00 UTC,2020-04-17 01:24:59 UTC,Nerdabout New York : Science Channel,,,,,,
https://kk.org/kevinkelly,http://feeds.feedburner.com/TrueFilms,http://feeds.feedburner.com/TrueFilms,172.217.10.238,true,2003-12-01 22:10:05 -0800,2019-10-31 02:35:58 -0700,True Films,,,,,,
,http://founderresearch.blogspot.com/feeds/posts/default,http://founderresearch.blogspot.com/feeds/posts/default,172.217.12.129,true,,,"Noam Wasserman's ""Founder Frustrations"" blog",,,,,,
,http://www.defmacro.org/rss/news.xml,http://www.defmacro.org/rss/news.xml,185.199.108.153,true,2006-03-07 02:41:55 UTC,2019-10-22 22:41:59 UTC,defmacro.org,,,,,,
